label,importance_type,feature_index,importance
cv_720h_fold2,patch_attention,134,0.0032076698262244463
cv_720h_fold2,patch_attention,135,0.0024606874212622643
cv_720h_fold2,patch_attention,136,0.0027168989181518555
cv_720h_fold2,patch_attention,137,0.003086682176217437
cv_720h_fold2,patch_attention,138,0.003794129239395261
cv_720h_fold2,patch_attention,139,0.0031907435040920973
cv_720h_fold2,patch_attention,140,0.0034258083906024694
cv_720h_fold2,patch_attention,141,0.003829894820228219
cv_720h_fold2,patch_attention,142,0.00252724252641201
cv_720h_fold2,patch_attention,143,0.0028730130288749933
cv_720h_fold2,patch_attention,144,0.002483815886080265
cv_720h_fold2,patch_attention,145,0.007033373694866896
cv_720h_fold2,patch_attention,146,0.003182987216860056
cv_720h_fold2,patch_attention,147,0.007883498445153236
cv_720h_fold2,patch_attention,148,0.0030828239396214485
cv_720h_fold2,patch_attention,149,0.0028280075639486313
cv_720h_fold2,patch_attention,150,0.005183042958378792
cv_720h_fold2,patch_attention,151,0.003488090354949236
cv_720h_fold2,patch_attention,152,0.004784538876265287
cv_720h_fold2,patch_attention,153,0.004001313354820013
cv_720h_fold2,patch_attention,154,0.0036756384652107954
cv_720h_fold2,patch_attention,155,0.00611600698903203
cv_720h_fold2,patch_attention,156,0.003401640336960554
cv_720h_fold2,patch_attention,157,0.010700445622205734
cv_720h_fold2,patch_attention,158,0.003991715610027313
cv_720h_fold2,patch_attention,159,0.004228548612445593
cv_720h_fold2,patch_attention,160,0.0031051822006702423
cv_720h_fold2,patch_attention,161,0.0032120340038090944
cv_720h_fold2,patch_attention,162,0.00459965830668807
cv_720h_fold2,patch_attention,163,0.005538277793675661
cv_720h_fold2,patch_attention,164,0.0037333734799176455
cv_720h_fold2,patch_attention,165,0.0031014028936624527
cv_720h_fold2,patch_attention,166,0.0024203425273299217
cv_720h_fold2,patch_attention,167,0.004342622589319944
cv_720h_fold2,patch_attention,168,0.003879487281665206
cv_720h_fold2,patch_attention,169,0.0029548394959419966
cv_720h_fold2,patch_attention,170,0.004270048346370459
cv_720h_fold2,patch_attention,171,0.005748366471379995
cv_720h_fold2,patch_attention,172,0.0053664036095142365
cv_720h_fold2,patch_attention,173,0.005095863249152899
cv_720h_fold2,patch_attention,174,0.004364302847534418
cv_720h_fold2,patch_attention,175,0.004748505540192127
cv_720h_fold2,patch_attention,176,0.005711608566343784
cv_720h_fold2,patch_attention,177,0.005043543875217438
cv_720h_fold2,patch_attention,178,0.005627356003969908
cv_720h_fold2,patch_attention,179,0.004664422012865543
cv_720h_fold3,patch_attention,0,0.0031669787131249905
cv_720h_fold3,patch_attention,1,0.0027099407743662596
cv_720h_fold3,patch_attention,2,0.00639801099896431
cv_720h_fold3,patch_attention,3,0.005629340186715126
cv_720h_fold3,patch_attention,4,0.00855141319334507
cv_720h_fold3,patch_attention,5,0.012734712101519108
cv_720h_fold3,patch_attention,6,0.028387287631630898
