label,importance_type,patch_index,importance
cv_720h_fold2,patch_attention_layer1,78,0.006975858472287655
cv_720h_fold2,patch_attention_layer1,79,0.002152291825041175
cv_720h_fold2,patch_attention_layer1,80,0.011266326531767845
cv_720h_fold2,patch_attention_layer1,81,0.0028036090079694986
cv_720h_fold2,patch_attention_layer1,82,0.006820374168455601
cv_720h_fold2,patch_attention_layer1,83,0.005520829930901527
cv_720h_fold2,patch_attention_layer1,84,0.0025013273116201162
cv_720h_fold2,patch_attention_layer1,85,0.006789861712604761
cv_720h_fold2,patch_attention_layer1,86,0.003236922202631831
cv_720h_fold2,patch_attention_layer1,87,0.0042520430870354176
cv_720h_fold2,patch_attention_layer1,88,0.004644125234335661
cv_720h_fold2,patch_attention_layer1,89,0.0002530384808778763
cv_720h_fold2,patch_attention_layer1,90,0.000395774666685611
cv_720h_fold2,patch_attention_layer1,91,0.0010124078253284097
cv_720h_fold2,patch_attention_layer1,92,0.002251804107800126
cv_720h_fold2,patch_attention_layer1,93,0.00061338598607108
cv_720h_fold2,patch_attention_layer1,94,0.0001753930700942874
cv_720h_fold2,patch_attention_layer1,95,0.00020551620400510728
cv_720h_fold2,patch_attention_layer1,96,0.002485502976924181
cv_720h_fold2,patch_attention_layer1,97,0.0013227637391537428
cv_720h_fold2,patch_attention_layer1,98,0.0038793617859482765
cv_720h_fold2,patch_attention_layer1,99,0.007386335171759129
cv_720h_fold2,patch_attention_layer1,100,0.006763736717402935
cv_720h_fold2,patch_attention_layer1,101,0.019022617489099503
cv_720h_fold2,patch_attention_layer1,102,0.008051148615777493
cv_720h_fold2,patch_attention_layer1,103,0.00117842061445117
cv_720h_fold2,patch_attention_layer1,104,5.273025089991279e-05
cv_720h_fold2,patch_attention_layer1,105,0.002436122391372919
cv_720h_fold2,patch_attention_layer1,106,0.002433508401736617
cv_720h_fold2,patch_attention_layer1,107,0.0020956324879080057
cv_720h_fold2,patch_attention_layer1,108,0.001959635876119137
cv_720h_fold2,patch_attention_layer1,109,0.004054003860801458
cv_720h_fold2,patch_attention_layer1,110,0.0001343701733276248
cv_720h_fold2,patch_attention_layer1,111,7.18118462827988e-05
cv_720h_fold2,patch_attention_layer1,112,0.0006128647364675999
cv_720h_fold2,patch_attention_layer1,113,0.0035615223459899426
cv_720h_fold2,patch_attention_layer1,114,0.0011987044708803296
cv_720h_fold2,patch_attention_layer1,115,0.002062899759039283
cv_720h_fold2,patch_attention_layer1,116,0.004867552779614925
cv_720h_fold2,patch_attention_layer1,117,0.010916685685515404
